"verse_pk"|"hymn_no"|"hymn_verse"|"hymn_line"|"line_text"|"edited"|"editdate"|"ref_bk_1"|"ref_ch_1"|"ref_vs_1"|"ref_bk_2"|"ref_ch_2"|"ref_vs_2"
"4490"|"236"|"1"|"3"|"To be for evermore"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4491"|"236"|"1"|"4"|"At home with Thee."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4492"|"236"|"2"|"1"|"No more to grieve Thy heart"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4493"|"236"|"2"|"2"|"By failure sore,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4494"|"236"|"2"|"3"|"But join Thee where Thou art,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4495"|"236"|"2"|"4"|"The journey o'er."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4496"|"236"|"3"|"1"|"O Lord, what joy will fill"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4497"|"236"|"3"|"2"|"Thy heart of love"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4498"|"236"|"3"|"3"|"To have Thine own with Thee"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4499"|"236"|"3"|"4"|"In heav'n above!"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4500"|"236"|"4"|"1"|"To loose the bands of death,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4501"|"236"|"4"|"2"|"And thence set free"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4502"|"236"|"4"|"3"|"The bodies of Thine own,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4503"|"236"|"4"|"4"|"Redeemed by Thee!"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4504"|"236"|"5"|"1"|"To see Thy bride at last"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4505"|"236"|"5"|"2"|"In Thee complete,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4506"|"236"|"5"|"3"|"Of Thy soul's travail deep,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4507"|"236"|"5"|"4"|"Fruition sweet!"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4508"|"236"|"6"|"1"|"Thy kin is she, O Lord,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4509"|"236"|"6"|"2"|"And one with Thee,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4510"|"236"|"6"|"3"|"To be for Thy delight"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4511"|"236"|"6"|"4"|"Eternally."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4512"|"236"|"7"|"1"|"Rejoicing in Thy joy,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4513"|"236"|"7"|"2"|"With one accord"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4514"|"236"|"7"|"3"|"Spirit and bride say, ""Come!"""|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4515"|"236"|"7"|"4"|"O Jesus, Lord!"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4516"|"237"|"1"|"1"|"Father, we celebrate Thy praise."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4517"|"237"|"1"|"2"|"Adoringly we bless"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4518"|"237"|"1"|"3"|"With glad acclaim Thy holy Name,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4519"|"237"|"1"|"4"|"Revealed in righteousness."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4520"|"237"|"2"|"1"|"Where every whit Thy glory tells"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4521"|"237"|"2"|"2"|"Within the temple's shrine,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4522"|"237"|"2"|"3"|"As sons we raise our hymn of praise"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4523"|"237"|"2"|"4"|"And joy in love divine."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4524"|"237"|"3"|"1"|"The voice of Christ is heard o'er all"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4525"|"237"|"3"|"2"|"In accents sweet and clear;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4526"|"237"|"3"|"3"|"Thy Name is shared as now declared"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4527"|"237"|"3"|"4"|"Unto His brethren here."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4528"|"237"|"4"|"1"|"As is Thy Name so is Thy praise;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4529"|"237"|"4"|"2"|"(Our voices rise as one)-"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4530"|"237"|"4"|"3"|"Father, to Thee all glory be"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4531"|"237"|"4"|"4"|"Through Thy belov&egrave;d Son!"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4532"|"238"|"1"|"1"|"When peace like a river attendeth my way,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4533"|"238"|"1"|"2"|"When sorrows like sea-billows roll,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4534"|"238"|"1"|"3"|"Whatever my lot, Thou hast taught me to say,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4535"|"238"|"1"|"4"|"It is well, it is well with my soul."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4536"|"238"|"2"|"1"|"Though Satan should buffet, though trials should come,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4537"|"238"|"2"|"2"|"Let this blest assurance control,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4538"|"238"|"2"|"3"|"That Christ hath regarded my helpless estate,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4539"|"238"|"2"|"4"|"And hath shed His own blood for my soul."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4540"|"238"|"3"|"1"|"My sins - O the bliss of this glorious thought -"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4541"|"238"|"3"|"2"|"My sins - not in part, but the whole -"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4542"|"238"|"3"|"3"|"Were borne on the cross, and are gone evermore."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4543"|"238"|"3"|"4"|"Praise the Lord, praise the Lord, O my soul."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4544"|"238"|"4"|"1"|"O Lord, 'tis for Thee, for Thy coming we wait,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4545"|"238"|"4"|"2"|"The sky, not the grave, is our goal."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4546"|"238"|"4"|"3"|"O voice of archangel! O trumpet of God!"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4547"|"238"|"4"|"4"|"Bless&egrave;d hope! Bless&egrave;d rest of my soul!"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4548"|"239"|"1"|"1"|"Christ did for sins atone,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4549"|"239"|"1"|"2"|"And on the cross He bled;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4550"|"239"|"1"|"3"|"Forgiveness may be known,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4551"|"239"|"1"|"4"|"Because His blood was shed"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4552"|"239"|"1"|"5"|"To free thee from the bonds of sin,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4553"|"239"|"1"|"6"|"And give thee peace and joy within."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4554"|"239"|"2"|"1"|"His face He firmly set,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4555"|"239"|"2"|"2"|"And all the road He trod,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4556"|"239"|"2"|"3"|"Till justice had been met"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4557"|"239"|"2"|"4"|"Before a holy God,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4558"|"239"|"2"|"5"|"Who now is free, at such a cost,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4559"|"239"|"2"|"6"|"To offer mercy to the lost."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4560"|"239"|"3"|"1"|"But O, His suff'rings o'er,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4561"|"239"|"3"|"2"|"He lives in glory there;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4562"|"239"|"3"|"3"|"Alive to die no more,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4563"|"239"|"3"|"4"|"He waits with us to share"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4564"|"239"|"3"|"5"|"His Father's house - that home so bright -"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4565"|"239"|"3"|"6"|"Th' eternal day without a night."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4566"|"240"|"1"|"1"|"Himself He could not save,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4567"|"240"|"1"|"2"|"He on the cross must die,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4568"|"240"|"1"|"3"|"On mercy could not come"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4569"|"240"|"1"|"4"|"To ruined sinners nigh;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4570"|"240"|"1"|"5"|"Yes, Jesus' precious blood must flow,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4571"|"240"|"1"|"6"|"That sinnners might forgiveness know."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4572"|"240"|"2"|"1"|"Himself He could not save,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4573"|"240"|"2"|"2"|"For justice must be done;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4574"|"240"|"2"|"3"|"Our sins' full weight must fall"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4575"|"240"|"2"|"4"|"Upon the sinless One;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4576"|"240"|"2"|"5"|"For nothing less could God accept"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4577"|"240"|"2"|"6"|"In payment of that fearful debt."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4578"|"240"|"3"|"1"|"Himself He could not save,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4579"|"240"|"3"|"2"|"For He the Surety stood"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4580"|"240"|"3"|"3"|"For all who now rely"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4581"|"240"|"3"|"4"|"Upon His precious blood;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4582"|"240"|"3"|"5"|"He bore sin's penalty so dread,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4583"|"240"|"3"|"6"|"When on the cross His blood He shed."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4584"|"240"|"4"|"1"|"Himself He could not save,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4585"|"240"|"4"|"2"|"Love's stream too deeply flowed;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4586"|"240"|"4"|"3"|"In love Himself He gave,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4587"|"240"|"4"|"4"|"To pay the debt we owed."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4588"|"240"|"4"|"5"|"Obedience to His Father's will"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4589"|"240"|"4"|"6"|"And love to Him did all fulfil."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4590"|"240"|"5"|"1"|"And now exalted high,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4591"|"240"|"5"|"2"|"A Prince and Saviour He,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4592"|"240"|"5"|"3"|"That sinners might draw nigh"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4593"|"240"|"5"|"4"|"And drink of mercy free,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4594"|"240"|"5"|"5"|"Of mercy now so richly shed,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4595"|"240"|"5"|"6"|"For Jesus liveth who was dead."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4596"|"241"|"1"|"1"|"T'was not for our great love to Thee"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4597"|"241"|"1"|"2"|"That Thou didst send Thy Son;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4598"|"241"|"1"|"3"|"That spring of love, O God we see"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4599"|"241"|"1"|"4"|"In Thee alone."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4600"|"241"|"2"|"1"|"What love, Lord Jesus, brought Thee down"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4601"|"241"|"2"|"2"|"Our hardened hearts to win,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4602"|"241"|"2"|"3"|"To be despised and spit upon,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4603"|"241"|"2"|"4"|"And bear our sin!"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4604"|"241"|"3"|"1"|"The sins of many Thou didst bear,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4605"|"241"|"3"|"2"|"Of all who look to Thee,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4606"|"241"|"3"|"3"|"When God, Thy God, forsook Thee there,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4607"|"241"|"3"|"4"|"On Calv'ry's tree."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4608"|"241"|"4"|"1"|"""Tis finished!"" loud triumphant cry"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4609"|"241"|"4"|"2"|"Ere Thou didst yield Thy breath!"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4610"|"241"|"4"|"3"|"The veil was rent, and God draws nigh"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4611"|"241"|"4"|"4"|"To us, through death."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4612"|"241"|"5"|"1"|"That glorious resurrection morn"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4613"|"241"|"5"|"2"|"Bids doubts for ever cease;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4614"|"241"|"5"|"3"|"For far and wide the news is borne"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4615"|"241"|"5"|"4"|"Of perfect peace."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4616"|"241"|"6"|"1"|"Yes, peace! since every claim is met,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4617"|"241"|"6"|"2"|"Lord Jesus, by Thy blood,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4618"|"241"|"6"|"3"|"And Thou, our peace, art ris'n, and set"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4619"|"241"|"6"|"4"|"On high by God."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4620"|"241"|"7"|"1"|"Thy grace, O Lord, alone revealed"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4621"|"241"|"7"|"2"|"That wondrous heart of Thine;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4622"|"241"|"7"|"3"|"We thank Thee, and ourselves we yield"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4623"|"241"|"7"|"4"|"To love divine."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4624"|"242"|"1"|"1"|"O God, Thou source of endless bliss and joy,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4625"|"242"|"1"|"2"|"Thy praise and worship our full hearts employ,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4626"|"242"|"1"|"3"|"As, with the Firstborn, we Thy sons now see"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4627"|"242"|"1"|"4"|"The glory that is Thine eternally."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4628"|"242"|"2"|"1"|"Relationship sublime for creature man!"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4629"|"242"|"2"|"2"|"Thine own blest Spirit giv'n - O wondrous plan"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4630"|"242"|"2"|"3"|"To have near Thee with Christ, who for them died,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4631"|"242"|"2"|"4"|"Suited to Thine own thoughts, men glorified!"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4632"|"242"|"3"|"1"|"How blest Thy grand conceived economy!"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4633"|"242"|"3"|"2"|"Yet Thou dost dwell, in Thine own majesty,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4634"|"242"|"3"|"3"|"In realms of light where foot has never trod -"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4635"|"242"|"3"|"4"|"The high and lofty, the eternal God!"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4636"|"243"|"1"|"1"|"How sweet is the story of God's boundless love,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4637"|"243"|"1"|"2"|"That brought His blest Son from the glory above!"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4638"|"243"|"1"|"3"|"Who died in our stead upon Calvary's tree,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4639"|"243"|"1"|"4"|"Obtaining redemption that we might be free."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4640"|"243"|"2"|"1"|"How wondrous the story! the claims of the throne"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4641"|"243"|"2"|"2"|"Were met by the blood which for guilt did atone;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4642"|"243"|"2"|"3"|"The judgement of sin has been borne by the Son,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4643"|"243"|"2"|"4"|"Who glorified God in the work He has done."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4644"|"243"|"3"|"1"|"How brilliant the glory where Christ is enthroned!"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4645"|"243"|"3"|"2"|"How rightly His Name above others is owned!"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4646"|"243"|"3"|"3"|"Yes, Jesus, the Saviour, the glory-crowned Lord,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4647"|"243"|"3"|"4"|"Is worthy by all to be ever adored."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4648"|"243"|"4"|"1"|"How great is the gift that the Father now gives"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4649"|"243"|"4"|"2"|"To him who obeys and on Jesus believes!"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4650"|"243"|"4"|"3"|"The Spirit, who filleth the heart with God's love,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4651"|"243"|"4"|"4"|"Himself the blest Earnest of glory above."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4652"|"244"|"1"|"1"|"It is not with uncertain step"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4653"|"244"|"1"|"2"|"We tread our desert way;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4654"|"244"|"1"|"3"|"A well-known voice has called us up"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4655"|"244"|"1"|"4"|"To everlasting day -"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4656"|"244"|"2"|"1"|"The voice of Him who here has trod"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4657"|"244"|"2"|"2"|"Alone the trackless way"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4658"|"244"|"2"|"3"|"(And marked the road which leads to God)"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4659"|"244"|"2"|"4"|"Where once we, lost, did stray."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4660"|"244"|"3"|"1"|"He leaves us not alone to trace"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4661"|"244"|"3"|"2"|"Our path across the waste;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4662"|"244"|"3"|"3"|"But leads us still, with living grace,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4663"|"244"|"3"|"4"|"Homeward, whereto we haste."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4664"|"244"|"4"|"1"|"See! open stands the heav'nly door,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4665"|"244"|"4"|"2"|"Whence glory shines below,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4666"|"244"|"4"|"3"|"To light the way He's gone before,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4667"|"244"|"4"|"4"|"The coming bliss to show."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4668"|"244"|"5"|"1"|"In patience then we tread the road -"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4669"|"244"|"5"|"2"|"Our faith and courage tried -"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4670"|"244"|"5"|"3"|"And trust the love which bears each load,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4671"|"244"|"5"|"4"|"Our hearts from grief to hide."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4672"|"245"|"1"|"1"|"God, from His throne on high,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4673"|"245"|"1"|"2"|"Gave His own Son to die,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4674"|"245"|"1"|"3"|"His only Son, in wondrous grace,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4675"|"245"|"1"|"4"|"That sinners blest might be;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4676"|"245"|"1"|"5"|"From Satan's power set free;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4677"|"245"|"1"|"6"|"And dwell in love before His face."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4678"|"245"|"2"|"1"|"From heav'n the Saviour came,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4679"|"245"|"2"|"2"|"Jesus, His precious name,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4680"|"245"|"2"|"3"|"The mighty One, of all things Lord;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4681"|"245"|"2"|"4"|"Lost, sinful man to save,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4682"|"245"|"2"|"5"|"To triumph o'er the grave,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4683"|"245"|"2"|"6"|"And bring the wand'rer home to God."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4684"|"245"|"3"|"1"|"He heals the sin-distrest;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4685"|"245"|"3"|"2"|"The weary come for rest;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4686"|"245"|"3"|"3"|"And old and young may learn His love."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4687"|"245"|"3"|"4"|"To Him they gladly press,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4688"|"245"|"3"|"5"|"He every one doth bless,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4689"|"245"|"3"|"6"|"And one and all His goodness prove."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4690"|"245"|"4"|"1"|"Then onward to the cross,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4691"|"245"|"4"|"2"|"Through toil, and grief, and loss,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4692"|"245"|"4"|"3"|"The Man of sorrows wends His way;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4693"|"245"|"4"|"4"|"To sheathe the judgement sword,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4694"|"245"|"4"|"5"|"The wrath He there endured,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4695"|"245"|"4"|"6"|"And now is crowned in brightest day."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
