"verse_pk"|"hymn_no"|"hymn_verse"|"hymn_line"|"line_text"|"edited"|"editdate"|"ref_bk_1"|"ref_ch_1"|"ref_vs_1"|"ref_bk_2"|"ref_ch_2"|"ref_vs_2"
"188"|"13"|"1"|"6"|"Wraths's awful cup He drained;"|"1"|"2011-11-29 17:02:51"|"41"|"14"|"36"|"43"|"18"|"11"
"189"|"13"|"1"|"7"|"Laid down His life, and e'en the tomb's"|"1"|"2011-11-29 17:02:51"|"43"|"10"|"17,18"|"43"|"19"|"30"
"190"|"13"|"1"|"8"|"Reproach sustained."|"1"|"2011-11-29 17:02:51"|"43"|"19"|"41,42"|"40"|"27"|"66"
"191"|"13"|"2"|"1"|"Earth suddered as He dies,"|"1"|"2011-10-20 18:39:29"|"40"|"27"|"50,51"|"0"|"0"|
"192"|"13"|"2"|"2"|"God's well-belov&egrave;d Son;"|"1"|"2011-11-29 17:02:51"|"61"|"1"|"17,18"|"40"|"17"|"5"
"193"|"13"|"2"|"3"|"The darkness sought His woes to hide;"|"1"|"2011-11-29 17:02:51"|"40"|"27"|"45,46"|"41"|"15"|"33"
"194"|"13"|"2"|"4"|"His word is done."|"1"|"2011-11-29 17:02:51"|"43"|"19"|"30"|"42"|"23"|"46"
"195"|"13"|"2"|"5"|"He lives to die no more,"|"1"|"2011-11-29 17:02:51"|"44"|"2"|"32"|"45"|"6"|"9"
"196"|"13"|"2"|"6"|"Joy dwells upon His brow;"|"1"|"2011-11-29 17:02:51"|"44"|"2"|"27,28"|"58"|"12"|"2"
"197"|"13"|"2"|"7"|"His agonies untold are o'er,"|"1"|"2011-11-29 17:02:51"|"44"|"2"|"24"|"58"|"12"|"2"
"198"|"13"|"2"|"8"|"He triumphs now!"|"1"|"2011-11-29 17:02:51"|"51"|"2"|"15"|"66"|"3"|"21"
"199"|"13"|"3"|"1"|"The new and living way"|"1"|"2011-11-29 17:02:51"|"58"|"10"|"19,20"|"44"|"9"|"2"
"200"|"13"|"3"|"2"|"Stands open now to heav'n;"|"1"|"2011-11-29 17:02:51"|"58"|"10"|"19,20"|"44"|"10"|"42"
"201"|"13"|"3"|"3"|"Thence, where the blood is seen alway,"|"1"|"2011-11-29 17:02:51"|"58"|"9"|"14"|"58"|"9"|"12"
"202"|"13"|"3"|"4"|"God's gift is giv'n."|"1"|"2011-11-29 17:02:51"|"45"|"5"|"17"|"47"|"9"|"15"
"203"|"13"|"3"|"5"|"The river of His grace,"|"1"|"2011-11-29 17:02:51"|"45"|"5"|"17"|"56"|"2"|"11"
"204"|"13"|"3"|"6"|"Through righteousness supplied,"|"1"|"2011-11-29 17:02:51"|"45"|"5"|"18"|"45"|"3"|"22"
"205"|"13"|"3"|"7"|"Is flowing o'er the barren place"|"1"|"2011-11-29 17:02:51"|"3"|"16"|"10"|"45"|"4"|"24,25"
"206"|"13"|"3"|"8"|"Where Jesus died."|"1"|"2011-11-29 17:02:51"|"50"|"2"|"8"|"45"|"4"|"24"
"207"|"13"|"4"|"1"|"The Lord shall come again;"|"1"|"2011-11-29 17:02:51"|"40"|"26"|"64"|"44"|"1"|"11"
"208"|"13"|"4"|"2"|"The Conqueror must reign."|"1"|"2011-11-29 17:02:51"|"66"|"19"|"11-16"|"40"|"25"|"31"
"209"|"13"|"4"|"3"|"No tongue but shall confess Him then,"|"1"|"2011-10-20 18:39:29"|"50"|"2"|"10,11"|"0"|"0"|
"210"|"13"|"4"|"4"|"The Lamb once slain."|"1"|"2011-11-29 17:02:51"|"66"|"5"|"6"|"66"|"5"|"12"
"211"|"13"|"4"|"5"|"Jesus is worthy now"|"1"|"2011-11-29 17:02:51"|"66"|"5"|"9,10"|"58"|"3"|"3"
"212"|"13"|"4"|"6"|"All homage to receive;"|"1"|"2011-11-29 17:02:51"|"66"|"5"|"9,10"|"58"|"13"|"21"
"213"|"13"|"4"|"7"|"Worthy that all to Him should bow,"|"1"|"2011-11-29 17:02:51"|"66"|"5"|"11-14"|"1"|"41"|"43"
"214"|"13"|"4"|"8"|"The truth believe."|"1"|"2011-11-29 17:02:51"|"43"|"8"|"32"|"49"|"4"|"21"
"215"|"14"|"1"|"1"|"Hark! ten thousand voices crying"|"1"|"2011-11-29 17:14:02"|"66"|"5"|"11-14"|"19"|"150"|"6"
"216"|"14"|"1"|"2"|"""Lamb of God!"" with one accord;"|"1"|"2011-11-29 17:14:02"|"66"|"5"|"11-14"|"60"|"1"|"19"
"217"|"14"|"1"|"3"|"Thousand thousand saints replying"|"1"|"2011-11-29 17:14:02"|"66"|"5"|"9,10"|"47"|"4"|"15"
"218"|"14"|"1"|"4"|"Wake at once the echoing chord."|"1"|"2011-11-29 17:14:02"|"66"|"5"|"11-14"|"66"|"19"|"3"
"219"|"14"|"2"|"1"|"Praise the Lamb! - the chorus waking,"|"1"|"2011-11-29 17:14:02"|"66"|"5"|"11-14"|"66"|"19"|"6"
"220"|"14"|"2"|"2"|"All in heav'n together throng;"|"1"|"2011-11-29 17:14:02"|"66"|"5"|"11-14"|"66"|"19"|"9"
"221"|"14"|"2"|"3"|"Loud and far, each tongue partaking,"|"1"|"2011-11-29 17:14:02"|"66"|"7"|"10-12"|"66"|"5"|"13"
"222"|"14"|"2"|"4"|"Rolls around the endless song."|"1"|"2011-11-29 17:14:02"|"66"|"15"|"3"|"66"|"5"|"9"
"223"|"14"|"3"|"1"|"Grateful incense this, ascending"|"1"|"2011-11-29 17:14:02"|"66"|"8"|"3,4"|"51"|"3"|"17"
"224"|"14"|"3"|"2"|"Ever to the Father's throne;"|"1"|"2011-11-29 17:14:02"|"66"|"3"|"21"|"58"|"4"|"16"
"225"|"14"|"3"|"3"|"Every knee to Jesus bending,"|"1"|"2011-11-29 17:14:02"|"45"|"14"|"11"|"50"|"2"|"10"
"226"|"14"|"3"|"4"|"All the mind in heav'n is one."|"1"|"2011-11-29 17:14:02"|"45"|"14"|"11"|"14"|"5"|"13"
"227"|"14"|"4"|"1"|"All the Father's counsels claiming"|"1"|"2011-11-29 17:14:02"|"49"|"1"|"11"|"50"|"2"|"13"
"228"|"14"|"4"|"2"|"Equal honours to the Son;"|"1"|"2011-11-29 17:14:02"|"49"|"1"|"11,12"|"50"|"2"|"11"
"229"|"14"|"4"|"3"|"All the Son's effulgence beaming"|"1"|"2011-11-29 17:14:02"|"58"|"1"|"3"|"47"|"4"|"6"
"230"|"14"|"4"|"4"|"Makes the Father's glory known."|"1"|"2011-11-29 17:14:02"|"43"|"17"|"4"|"43"|"6"|"44"
"231"|"14"|"5"|"1"|"By the Spirit all pervading,"|"1"|"2011-11-29 17:14:02"|"44"|"2"|"2-4"|"46"|"12"|"13"
"232"|"14"|"5"|"2"|"Hosts unnumbered round the Lamb,"|"1"|"2011-11-29 17:14:02"|"66"|"5"|"11-14"|"19"|"150"|"all"
"233"|"14"|"5"|"3"|"Crowned with light and joy unfading,"|"1"|"2011-11-29 17:14:02"|"66"|"5"|"11-14"|"66"|"4"|"10"
"234"|"14"|"5"|"4"|"Hail Him as the great ""I AM."""|"1"|"2011-11-29 17:15:42"|"43"|"8"|"58"|"2"|"3"|"14"
"235"|"14"|"6"|"1"|"Joyful now the wide creation,"|"1"|"2011-11-29 17:14:02"|"51"|"1"|"15"|"19"|"150"|"all"
"236"|"14"|"6"|"2"|"Rests in undisturbed repose,"|"1"|"2011-11-29 17:14:02"|"66"|"14"|"13"|"23"|"14"|"7"
"237"|"14"|"6"|"3"|"Blest in Jesus' full salvation,"|"1"|"2011-11-29 17:14:02"|"60"|"1"|"8-10"|"44"|"14"|"47"
"238"|"14"|"6"|"4"|"Sorrow now nor throldom knows."|"1"|"2011-11-29 17:14:02"|"60"|"1"|"8-10"|"14"|"9"|"7"
"239"|"14"|"7"|"1"|"Hark! still louder swells the singing,"|"1"|"2011-11-29 17:14:02"|"66"|"5"|"11-14"|"19"|"150"|"all"
"240"|"14"|"7"|"2"|"As the notes are heard again;"|"1"|"2011-11-29 17:14:02"|"66"|"5"|"11-14"|"19"|"106"|"48"
"241"|"14"|"7"|"3"|"Through creation's vault is ringing"|"1"|"2011-11-29 17:14:02"|"19"|"72"|"19"|"19"|"72"|"8"
"242"|"14"|"7"|"4"|"Joy's response, Amen! Amen!"|"1"|"2011-11-29 17:14:02"|"19"|"72"|"19"|"19"|"72"|"19"
"243"|"15"|"1"|"1"|"Lord, on the throne Thy love's the same"|"1"|"2011-11-29 17:20:55"|"58"|"13"|"8"|"58"|"1"|"12"
"244"|"15"|"1"|"2"|"As once upon Thy cross of shame;"|"1"|"2011-11-29 17:20:55"|"43"|"19"|"17"|"43"|"13"|"1"
"245"|"15"|"1"|"3"|"In lowliness Thou cam'st to die,"|"1"|"2011-11-29 17:20:55"|"50"|"2"|"5-11"|"40"|"11"|"29"
"246"|"15"|"1"|"4"|"Thou livest now for us on high."|"1"|"2011-11-29 17:20:55"|"58"|"1"|"3"|"43"|"17"|"19"
"247"|"15"|"2"|"1"|"We see Thee there, the Lamb once slain;"|"1"|"2011-11-29 17:20:55"|"66"|"5"|"6"|"52"|"2"|"15"
"248"|"15"|"2"|"2"|"Thy loss was our eternal gain;"|"1"|"2011-11-29 17:20:55"|"47"|"8"|"9"|"47"|"8"|"9"
"249"|"15"|"2"|"3"|"We see Thee crowned with glory now,"|"1"|"2011-11-29 17:20:55"|"58"|"2"|"9"|"50"|"2"|"9"
"250"|"15"|"2"|"4"|"No shade on Thy victorious brow."|"1"|"2011-11-29 17:20:55"|"61"|"1"|"16,17"|"51"|"3"|"1"
"251"|"15"|"3"|"1"|"The darkness shadowed Calv'ry's tree,"|"1"|"2011-11-29 17:20:55"|"40"|"27"|"45"|"41"|"15"|"33"
"252"|"15"|"3"|"2"|"But now Thine unveiled face we see;"|"1"|"2011-11-29 17:20:55"|"47"|"3"|"18"|"47"|"4"|"6"
"253"|"15"|"3"|"3"|"Praise be to God for that blest word,"|"1"|"2011-11-29 17:20:55"|"40"|"24"|"35"|"19"|"150"|"all"
"254"|"15"|"3"|"4"|"That ""Thou remainest,"" bless&egrave;d Lord!"|"1"|"2011-11-29 17:20:55"|"41"|"13"|"31"|"58"|"1"|"11"
"255"|"15"|"4"|"1"|"Yes! ""Thou remainest"": sea and land,"|"1"|"2011-11-29 17:20:55"|"42"|"21"|"33"|"58"|"1"|"11"
"256"|"15"|"4"|"2"|"E'en heav'n, shall pass, but Thou shalt stand;"|"1"|"2011-11-29 17:20:55"|"40"|"25"|"35"|"61"|"3"|"10"
"257"|"15"|"4"|"3"|"Undimmed Thy radiancy appears,"|"1"|"2011-11-29 17:20:55"|"47"|"4"|"4"|"47"|"6"|"11"
"258"|"15"|"4"|"4"|"Changeless though all the changing years."|"1"|"2011-11-29 17:20:55"|"58"|"13"|"8"|"39"|"3"|"6"
"259"|"16"|"1"|"1"|"Blest Victor, Thou, o'er every power malign,"|"1"|"2011-11-29 17:25:07"|"51"|"2"|"14,15"|"45"|"8"|"39"
"260"|"16"|"1"|"2"|"We hail Thee, Lord, in majesty divine,"|"1"|"2011-11-29 17:25:07"|"61"|"1"|"16,17"|"40"|"28"|"17"
"261"|"16"|"1"|"3"|"As in the midst, in all Thy greatness now;"|"1"|"2011-11-29 17:25:07"|"58"|"2"|"12"|"43"|"20"|"19"
"262"|"16"|"1"|"4"|"To Thee in worship, with glad hearts, we bow."|"1"|"2011-11-29 17:25:07"|"49"|"3"|"14"|"66"|"5"|"8"
"263"|"16"|"2"|"1"|"Effulgence of God's glory, bless&egrave;d Lord!"|"1"|"2011-11-29 17:25:07"|"58"|"1"|"3"|"47"|"4"|"6"
"264"|"16"|"2"|"2"|"Expression of His substance! Thus adored"|"1"|"2011-11-29 17:25:07"|"58"|"1"|"3"|"51"|"1"|"15"
"265"|"16"|"2"|"3"|"By those who are the fruit of love divine,"|"1"|"2011-11-29 17:25:07"|"51"|"1"|"10"|"59"|"1"|"18"
"266"|"16"|"2"|"4"|"Supreme art Thou, as all Thy glories shine!"|"1"|"2011-11-29 17:25:07"|"61"|"1"|"16,17"|"50"|"2"|"10,11"
"267"|"17"|"1"|"1"|"May the grace of Christ our Saviour,"|"1"|"2011-11-29 17:28:58"|"47"|"13"|"14"|"47"|"8"|"9"
"268"|"17"|"1"|"2"|"And the Father's boundless love,"|"1"|"2011-11-29 17:28:58"|"47"|"13"|"14"|"49"|"2"|"4"
"269"|"17"|"1"|"3"|"With the Holy Spirit's favour,"|"1"|"2011-11-29 17:28:58"|"47"|"13"|"14"|"59"|"4"|"6"
"270"|"17"|"1"|"4"|"Rest upon us from above."|"1"|"2011-11-29 17:28:58"|"60"|"4"|"14"|"59"|"1"|"17"
"271"|"17"|"1"|"5"|"Thus may we abide in union"|"1"|"2011-11-29 17:28:58"|"46"|"12"|"12"|"46"|"1"|"10"
"272"|"17"|"1"|"6"|"With each other and the Lord,"|"1"|"2011-11-29 17:28:58"|"46"|"12"|"13"|"46"|"8"|"9"
"273"|"17"|"1"|"7"|"And possess, in sweet communion,"|"1"|"2011-11-29 17:28:58"|"51"|"3"|"16,17"|"47"|"13"|"14"
"274"|"17"|"1"|"8"|"Joys which earth can ne'er afford."|"1"|"2011-11-29 17:28:58"|"42"|"6"|"19-21"|"50"|"4"|"4"
"275"|"18"|"1"|"1"|"Blest Holy Spirit, Thou, divine,"|"1"|"2011-11-29 17:35:53"|"43"|"14"|"26"|"42"|"2"|"25,26"
"276"|"18"|"1"|"2"|"Unseen, yet known to us through grace,"|"1"|"2011-11-29 17:35:53"|"43"|"3"|"8"|"48"|"5"|"22"
"277"|"18"|"1"|"3"|"Our Comforter and Guide until"|"1"|"2011-11-29 17:35:53"|"43"|"16"|"7,13"|"62"|"2"|"20"
"278"|"18"|"1"|"4"|"We see our Saviour face to face:"|"1"|"2011-11-29 17:35:53"|"62"|"3"|"2,3"|"46"|"13"|"12"
"279"|"18"|"1"|"5"|"His wondrous love, well known through Thee,"|"1"|"2011-11-29 17:35:53"|"43"|"14"|"26"|"45"|"5"|"5"
"280"|"18"|"1"|"6"|"Has set our longing spirits free."|"1"|"2011-11-29 17:35:53"|"43"|"8"|"36"|"48"|"5"|"1"
"281"|"18"|"2"|"1"|"We bow and own Thy sovereign will,"|"1"|"2011-11-29 17:35:53"|"43"|"3"|"3-9"|"46"|"12"|"3"
"282"|"18"|"2"|"2"|"Which prompted first our hearts to yield;"|"1"|"2011-11-29 17:35:53"|"43"|"3"|"3-9"|"46"|"12"|"4"
"283"|"18"|"2"|"3"|"Blest impulse giv'n when born anew"|"1"|"2011-11-29 17:35:53"|"43"|"3"|"3-9"|"43"|"1"|"13"
"284"|"18"|"2"|"4"|"By power divine, which Thou didst wield;"|"1"|"2011-11-29 17:35:53"|"44"|"2"|"2-4"|"43"|"3"|"8"
"285"|"18"|"2"|"5"|"That power springs up in life by Thee,"|"1"|"2011-11-29 17:35:53"|"42"|"24"|"49"|"43"|"4"|"14"
"286"|"18"|"2"|"6"|"And moves our souls responsively."|"1"|"2011-11-29 17:37:02"|"44"|"2"|"4"|"4"|"21"|"17"
"287"|"18"|"3"|"1"|"As with us, bless&egrave;d Spirit, now,"|"1"|"2011-11-29 17:35:53"|"46"|"2"|"12"|"43"|"14"|"17"
"288"|"18"|"3"|"2"|"Thou dost reveal the depths of love"|"1"|"2011-11-29 17:35:53"|"46"|"2"|"9-11"|"43"|"16"|"13"
"289"|"18"|"3"|"3"|"Which eye nor ear hath seen nor heard,"|"1"|"2011-11-29 17:35:53"|"46"|"2"|"9-11"|"23"|"64"|"4"
"290"|"18"|"3"|"4"|"The things prepared by God above."|"1"|"2011-11-29 17:35:53"|"46"|"2"|"9-11"|"43"|"14"|"3"
"291"|"18"|"3"|"5"|"In glad response we sing to Thee;"|"1"|"2011-11-29 17:35:53"|"4"|"21"|"17"|"46"|"14"|"15"
"292"|"18"|"3"|"6"|"With joy we praise exultingly!"|"1"|"2011-11-29 17:35:53"|"44"|"13"|"52"|"51"|"3"|"16"
"293"|"19"|"1"|"1"|"For ever with Thee, Lord,"|"1"|"2011-12-17 22:34:08"|"52"|"4"|"17"|"43"|"14"|"3"
"294"|"19"|"1"|"2"|"And like Thee to be,"|"1"|"2011-12-17 22:34:08"|"62"|"3"|"2"|"45"|"8"|"29"
"295"|"19"|"1"|"3"|"For ever with Thee, at Thy coming again;"|"1"|"2011-12-17 22:34:08"|"43"|"14"|"3"|"44"|"1"|"11"
"296"|"19"|"1"|"4"|"We'll live in Thy grace, Lord,"|"1"|"2011-12-17 22:34:08"|"43"|"1"|"16"|"47"|"8"|"9"
"297"|"19"|"1"|"5"|"We'll gaze on Thy face,"|"1"|"2011-12-17 22:34:08"|"62"|"3"|"2,3"|"46"|"13"|"12"
"298"|"19"|"1"|"6"|"When finished our race, at Thy coming again."|"1"|"2011-12-17 22:34:08"|"55"|"4"|"7"|"50"|"3"|"13"
"299"|"19"|"2"|"1"|"The traits of that face, Lord,"|"1"|"2011-12-17 22:34:08"|"40"|"17"|"2"|"66"|"1"|"16"
"300"|"19"|"2"|"2"|"Once marred through Thy grace,"|"1"|"2011-12-17 22:34:08"|"23"|"52"|"14"|"43"|"19"|"22"
"301"|"19"|"2"|"3"|"With joy we shall trace at Thy coming again;"|"1"|"2011-12-17 22:34:08"|"62"|"3"|"2,3"|"60"|"4"|"13"
"302"|"19"|"2"|"4"|"With Thee evermore, Lord,"|"1"|"2011-12-17 22:34:08"|"52"|"4"|"17"|"43"|"17"|"24"
"303"|"19"|"2"|"5"|"Our hearts will adore,"|"1"|"2011-12-17 22:34:08"|"47"|"3"|"18"|"62"|"4"|"19"
"304"|"19"|"2"|"6"|"Our sorrow be o'er at Thy coming again."|"1"|"2011-12-17 22:34:08"|"44"|"14"|"1-3"|"60"|"4"|"13"
"305"|"19"|"3"|"1"|"We'll sit on Thy throne, Lord,"|"1"|"2011-12-17 22:34:08"|"66"|"3"|"21"|"66"|"3"|"21"
"306"|"19"|"3"|"2"|"Confessed as Thine own,"|"1"|"2011-12-17 22:37:27"|"62"|"4"|"15"|"42"|"12"|"8"
"307"|"19"|"3"|"3"|"Of all to be known at Thy coming again."|"1"|"2011-12-17 22:34:08"|"43"|"14"|"3"|"43"|"17"|"23"
"308"|"19"|"3"|"4"|"But glory on high, Lord,"|"1"|"2011-12-17 22:34:08"|"58"|"1"|"3"|"50"|"3"|"14"
"309"|"19"|"3"|"5"|"Is not like being nigh,"|"1"|"2011-12-17 22:34:08"|"43"|"14"|"3"|"66"|"21"|"3"
"310"|"19"|"3"|"6"|"When all is gone by, at Thy coming again."|"1"|"2011-12-17 22:34:08"|"44"|"14"|"3"|"66"|"21"|"1"
"311"|"20"|"1"|"1"|"To God - alone"|"1"|"2011-12-17 22:46:07"|"54"|"6"|"16"|"58"|"6"|"13"
"312"|"20"|"1"|"2"|"Dwelling in uncreated light,"|"1"|"2011-12-17 22:46:07"|"54"|"6"|"16"|"23"|"57"|"15"
"313"|"20"|"1"|"3"|"Who hast unknown"|"1"|"2011-12-17 22:46:07"|"54"|"6"|"16"|"16"|"9"|"5"
"314"|"20"|"1"|"4"|"Immortal Being beyond sight - "|"1"|"2011-12-17 22:46:07"|"54"|"6"|"16"|"16"|"9"|"6"
"315"|"20"|"1"|"5"|"Honour and everlasting might!"|"1"|"2011-12-17 22:46:07"|"54"|"6"|"16"|"13"|"29"|"11"
"316"|"20"|"2"|"1"|"Yet though our eyes"|"1"|"2011-12-17 22:46:07"|"43"|"1"|"18"|"54"|"6"|"16"
"317"|"20"|"2"|"2"|"May not behold Thy Deity - "|"1"|"2011-12-17 22:46:07"|"43"|"1"|"18"|"54"|"6"|"16"
"318"|"20"|"2"|"3"|"So broadly lies"|"1"|"2011-12-17 22:46:07"|"23"|"55"|"8"|"16"|"9"|"5"
"319"|"20"|"2"|"4"|"The gulf between all else and Thee - "|"1"|"2011-12-17 22:46:07"|"23"|"55"|"8"|"16"|"9"|"6"
"320"|"20"|"2"|"5"|"We Thy reveal&egrave;d glories see!"|"1"|"2011-12-17 22:46:07"|"40"|"16"|"17"|"1"|"16"|"13"
"321"|"20"|"3"|"1"|"By faith we see"|"1"|"2011-12-17 22:46:07"|"60"|"1"|"7,8"|"58"|"11"|"6"
"322"|"20"|"3"|"2"|"Jesus with highest honour crowned,"|"1"|"2011-12-17 22:46:07"|"58"|"2"|"9"|"60"|"3"|"22"
"323"|"20"|"3"|"3"|"And majesty"|"1"|"2011-12-17 22:46:07"|"58"|"2"|"9"|"61"|"1"|"16"
"324"|"20"|"3"|"4"|"Divine and human, without bound,"|"1"|"2011-12-17 22:46:07"|"51"|"1"|"19"|"45"|"9"|"5"
"325"|"20"|"3"|"5"|"Filling with joy all heav'n around!"|"1"|"2011-12-17 22:46:07"|"54"|"3"|"16"|"58"|"12"|"2"
"326"|"20"|"4"|"1"|"In Him revealed"|"1"|"2011-12-17 22:46:07"|"49"|"1"|"9"|"49"|"3"|"11"
"327"|"20"|"4"|"2"|"Thy counsel, ere the world began;"|"1"|"2011-12-17 22:46:07"|"49"|"19"||"49"|"1"|"4"
"328"|"20"|"4"|"3"|"Nought is concealed,"|"1"|"2011-12-17 22:46:07"|"43"|"15"|"15"|"49"|"1"|"9"
"329"|"20"|"4"|"4"|"O God, of all Thy wondrous plan,"|"1"|"2011-12-17 22:46:07"|"43"|"17"|"26"|"49"|"1"|"9"
"330"|"20"|"4"|"5"|"Divine perfection in a Man!"|"1"|"2011-12-17 22:46:07"|"54"|"2"|"5"|"54"|"3"|"16"
"331"|"21"|"1"|"1"|"Holy Comforter divine,"|"1"|"2011-12-17 22:55:27"|"43"|"15"|"26"|"43"|"16"|"7"
"332"|"21"|"1"|"2"|"Fullest honour now is Thine;"|"1"|"2011-12-17 22:55:27"|"43"|"7"|"38,39"|"45"|"8"|"14"
"333"|"21"|"1"|"3"|"Godhead glory Thine own sphere,"|"1"|"2011-12-17 22:55:27"|"40"|"28"|"19"|"60"|"4"|"14"
"334"|"21"|"1"|"4"|"Though in lowly service here."|"1"|"2011-12-17 22:55:27"|"51"|"1"|"7,8"|"59"|"4"|"5"
"335"|"21"|"2"|"1"|"Patient, gracious is Thy love,"|"1"|"2011-12-17 22:55:27"|"51"|"1"|"7,8"|"59"|"4"|"6"
"336"|"21"|"2"|"2"|"Linking hearts to Christ above,"|"1"|"2011-12-17 22:55:27"|"43"|"14"|"26"|"62"|"3"|"24"
"337"|"21"|"2"|"3"|"Filling them with holy joy -"|"1"|"2011-12-17 22:55:27"|"44"|"13"|"52"|"48"|"5"|"22"
"338"|"21"|"2"|"4"|"Praising Him their blest employ."|"1"|"2011-12-17 22:55:27"|"44"|"8"|"39"|"19"|"150"|"1-6"
"339"|"21"|"3"|"1"|"For the Father and the Son"|"1"|"2011-12-17 22:55:27"|"0"|"0"||"62"|"5"|"14"
"340"|"21"|"3"|"2"|"Is Thy bless&egrave;d service done;"|"1"|"2011-12-17 22:55:27"|"48"|"5"|"22,25"|"62"|"3"|"24"
"341"|"21"|"3"|"3"|"Their own glory to secure,"|"1"|"2011-12-17 22:55:27"|"0"|"0"||"43"|"16"|"14"
"342"|"21"|"3"|"4"|"All God's purpose to assure."|"1"|"2011-12-17 22:55:27"|"45"|"8"|"14"|"43"|"16"|"13"
"343"|"21"|"4"|"1"|"Unto Thee be worship now,"|"1"|"2011-12-17 22:55:27"|"4"|"21"|"17"|"50"|"3"|"3"
"344"|"21"|"4"|"2"|"Unto Thee, as God, we bow;"|"1"|"2011-12-17 22:55:27"|"40"|"28"|"19"|"59"|"4"|"6"
"345"|"21"|"4"|"3"|"Blest Thy Person ever be,"|"1"|"2011-12-17 22:55:27"|"41"|"3"|"29"|"43"|"14"|"26"
"346"|"21"|"4"|"4"|"Greatness we ascribe to Thee!"|"1"|"2011-12-17 22:55:27"|"58"|"9"|"14"|"48"|"6"|"8"
"347"|"22"|"1"|"1"|"How bright, there above, is the mercy of God!"|"1"|"2011-12-17 22:57:39"|"42"|"1"|"7,8"|"60"|"1"|"4"
"348"|"22"|"1"|"2"|"And void of all guilt, and clear of all sin,"|"1"|"2011-12-17 22:57:39"|"45"|"6"|"22"|"60"|"1"|"18"
"349"|"22"|"1"|"3"|"Are my conscience and heart, through my Saviour's blood:"|"1"|"2011-12-17 22:57:39"|"45"|"3"|"24,25"|"60"|"1"|"18"
"350"|"22"|"1"|"4"|"Not a cloud above - not a spot within."|"1"|"2011-12-17 22:57:39"|"45"|"8"|"1"|"60"|"1"|"21"
"351"|"22"|"2"|"1"|"Christ died! then I'm clean : not a spot within."|"1"|"2011-12-17 22:57:39"|"46"|"15"|"3"|"60"|"1"|"22"
"352"|"22"|"2"|"2"|"God's mercy and love! not a cloud above."|"1"|"2011-12-17 22:57:39"|"49"|"2"|"4"|"60"|"1"|"32"
"353"|"22"|"2"|"3"|"'Tis the Spirit, through faith, thus triumphs o'er sin:"|"1"|"2011-12-17 22:57:39"|"45"|"11"|"24"|"60"|"4"|"14"
"354"|"22"|"2"|"4"|"Not a cloud above - not a spot within."|"1"|"2011-12-17 22:57:39"|"49"|"5"|"27"|"60"|"5"|"10,11"
"355"|"23"|"1"|"1"|"How good is the God we adore,"|"1"|"2011-10-28 15:25:06"|"45"|"2"|"4"|"0"|"0"|
"356"|"23"|"1"|"2"|"Our faithful unchangeable Friend,"|"1"|"2011-10-28 15:25:06"|"39"|"3"|"6"|"0"|"0"|
"357"|"23"|"1"|"3"|"Whose love is as great as His power,"|"1"|"2011-10-28 15:25:06"|"45"|"5"|"5"|"0"|"0"|
"358"|"23"|"1"|"4"|"And knows neither measure nor end."|"1"|"2011-10-28 15:25:06"|"45"|"16"|"26"|"0"|"0"|
"359"|"23"|"2"|"1"|"'Tis Jesus, the First and the Last,"|"1"|"2011-10-28 15:25:06"|"66"|"22"|"13"|"0"|"0"|
"360"|"23"|"2"|"2"|"Whose Spirit shall guide us safe home;"|"1"|"2011-10-28 15:25:06"|"43"|"16"|"13,14"|"0"|"0"|
"361"|"23"|"2"|"3"|"We'll praise Him for all that is past,"|"1"|"2011-10-28 15:32:51"|"49"|"1"|"20,21"|"0"|"0"|
"362"|"23"|"2"|"4"|"And trust Him for all that's to come."|"1"|"2011-10-28 15:32:51"|"49"|"1"|"20,21"|"0"|"0"|
"363"|"24"|"1"|"1"|"His be the Victor's name,"|"1"|"2011-12-17 23:07:59"|"46"|"15"|"57"|"55"|"1"|"10"
"364"|"24"|"1"|"2"|"Who fought the fight alone;"|"1"|"2011-12-17 23:07:59"|"66"|"5"|"4,5"|"40"|"26"|"56"
"365"|"24"|"1"|"3"|"Triumphant saints no honour claim,"|"1"|"2011-12-17 23:07:59"|"51"|"2"|"14,15"|"46"|"15"|"57"
"366"|"24"|"1"|"4"|"His conquest was their own."|"1"|"2011-12-17 23:07:59"|"51"|"2"|"14,15"|"66"|"3"|"21"
"367"|"24"|"2"|"1"|"Through weakness and defeat"|"1"|"2011-12-17 23:07:59"|"47"|"13"|"4"|"58"|"5"|"7"
"368"|"24"|"2"|"2"|"He won the meed and crown;"|"1"|"2011-12-17 23:07:59"|"58"|"2"|"7"|"66"|"5"|"12"
"369"|"24"|"2"|"3"|"Trod all our foes beneath His feet,"|"1"|"2011-12-17 23:07:59"|"49"|"1"|"22"|"58"|"2"|"14"
"370"|"24"|"2"|"4"|"In being trodden down."|"1"|"2011-12-17 23:07:59"|"44"|"2"|"23"|"58"|"2"|"15"
"371"|"24"|"3"|"1"|"He Satan's power laid low;"|"1"|"2011-12-17 23:07:59"|"51"|"1"|"13"|"58"|"2"|"14"
"372"|"24"|"3"|"2"|"Made sin, sin's reign o'erthrew;"|"1"|"2011-12-17 23:07:59"|"47"|"5"|"21"|"45"|"6"|"14"
"373"|"24"|"3"|"3"|"Bowed to the grave, destroyed it so,"|"1"|"2011-12-17 23:07:59"|"43"|"19"|"30"|"40"|"28"|"6"
